Date,Product,Assessment Title,Training URL,Summit Video,Summit Blog
8/14/24,OpenShift,Enterprise Integration Developer,https://www.redhat.com/en/services/training/ad082-event-driven-architecture-apache-kafka-red-hat-openshift-application-services-technical-overview,https://youtu.be/bYxxGqxIr6s?si=KalK0CMHGjAsjL_S,https://www.redhat.com/en/about/press-releases/red-hat-infuses-generative-ai-across-hybrid-cloud-portfolio-red-hat-lightspeed
